Loci,Samples,Length,Gap_Ratio,Observed_Res,Entropy,Pi,PD,PD_stem,PD_stem_SD,PD_terminal,PD_terminal_SD,Tree_Res,Total_GC
spacer-trnD_GUC-rrn16,2,231,0.0000%,100.0000%,1.00000000,0.03463203,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,43.2900%
spacer-trnD_GUC-trnY_GUA,267,1969,83.2111%,100.0000%,1.00000000,0.15191786,0.13087140,0.02625021,0.00012662,0.10462120,0.00027751,91.0112%,30.7445%
spacer-trnE-trnT,3,1090,20.4893%,100.0000%,1.00000000,0.51437309,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,26.2308%
spacer-trnE_TTC-trnT_GGT,8,1120,37.5781%,100.0000%,1.00000000,0.50857781,0.24911161,0.07186163,0.01333857,0.17724998,0.00995903,62.5000%,29.0005%
spacer-trnE_UUC-ndhJ,2,686,16.1079%,100.0000%,1.00000000,0.46501458,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,32.3197%
spacer-trnE_UUC-psbD,3,1526,16.8851%,100.0000%,1.00000000,0.45216252,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,29.0407%
spacer-trnE_UUC-trnA_UGC,5,70,7.4286%,100.0000%,1.00000000,0.11285714,0.03968570,0.00378620,0.00000000,0.03589950,0.00633579,20.0000%,51.2346%
spacer-trnE_UUC-trnT_GGU,261,6072,87.8932%,100.0000%,1.00000000,0.11163541,0.15404531,0.03511835,0.00015079,0.11892696,0.00030337,98.0843%,28.1057%
spacer-trnE_UUC-trnY_GUA,16,130,51.9712%,100.0000%,1.00000000,0.20852564,0.14018599,0.02491957,0.00172875,0.11526642,0.00792000,68.7500%,34.1341%
spacer-trnF-ndhJ,5,953,29.6747%,100.0000%,1.00000000,0.46579224,0.22877822,0.02054326,0.00543887,0.20823497,0.02936105,40.0000%,29.8120%
spacer-trnfM-rps14,3,183,9.2896%,100.0000%,1.00000000,0.35701275,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,34.9398%
spacer-trnfM_AUG-rps14,2,172,3.7791%,100.0000%,1.00000000,0.15116279,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,33.5347%
spacer-trnfM_CAT-rps14,4,182,11.4011%,100.0000%,1.00000000,0.37820513,0.18992739,0.05295569,0.00000000,0.13697170,0.00872066,25.0000%,34.4186%
spacer-trnfM_CAU-rps14,227,601,73.5734%,100.0000%,1.00000000,0.09375425,0.07615193,0.01573991,0.00006575,0.06041202,0.00021652,81.0573%,35.9748%
spacer-trnfM_CAU-trnG_GCC,7,487,58.7562%,100.0000%,1.00000000,0.38584140,0.33460558,0.03799073,0.00572974,0.29661485,0.02803659,57.1429%,32.6458%
spacer-trnfM_CAU-trnG_UCC,4,220,28.4091%,100.0000%,1.00000000,0.62500000,0.39980672,0.05197512,0.00000000,0.34783160,0.07519941,25.0000%,29.0476%
spacer-trnfM_CAU-trnV_GAC,2,2697,36.0586%,100.0000%,1.00000000,0.87504635,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,41.1424%
spacer-trnF_GAA-ndhJ,260,4611,85.4440%,100.0000%,1.00000000,0.10104152,0.12059117,0.02306561,0.00009016,0.09752556,0.00025646,98.0769%,29.9795%
spacer-trnF_GAA-trnG_ACC,2,841,4.4590%,100.0000%,1.00000000,0.27229489,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,28.3759%
spacer-trnF_GAA-trnL_UAA,18,565,42.1829%,100.0000%,1.00000000,0.40332003,0.25570525,0.03907020,0.00295777,0.21663505,0.00695697,83.3333%,31.3605%
spacer-trnF_GAA-trnM_CAU,4,2553,60.4681%,100.0000%,1.00000000,0.53786395,0.55364223,0.05235926,0.00000000,0.50128297,0.04458209,25.0000%,31.1370%
spacer-trnF_GAA-trnV_UAC,6,1851,57.6355%,100.0000%,1.00000000,0.49656042,0.54404613,0.09833823,0.00772434,0.44570790,0.02789846,50.0000%,27.5239%
spacer-trnG-trnM,2,210,11.1905%,100.0000%,1.00000000,0.38571429,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,29.4906%
spacer-trnG-trnR,6,331,36.2538%,100.0000%,1.00000000,0.47089627,0.32148628,0.07209173,0.00205414,0.24939454,0.02053321,50.0000%,20.3002%
spacer-trnG-trnR_UCU,5,375,46.4000%,100.0000%,1.00000000,0.53893333,0.43380248,0.07024548,0.01483077,0.36355700,0.04099325,40.0000%,24.3781%
spacer-trnG_ACC-psbD,2,1556,8.4512%,100.0000%,1.00000000,0.29241645,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,27.1323%
spacer-trnG_GCC-psbZ,10,1248,66.1058%,100.0000%,1.00000000,0.32637108,0.27614361,0.05999338,0.00772502,0.21615023,0.00820829,70.0000%,24.4681%
spacer-trnG_GCC-rps14,2,399,6.0150%,100.0000%,1.00000000,0.22055138,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,36.4000%
spacer-trnG_GCC-trnfM_CAT,4,228,24.6711%,100.0000%,1.00000000,0.50657895,0.36236261,0.05039478,0.00000000,0.31196783,0.03534601,25.0000%,29.2576%
spacer-trnG_GCC-trnfM_CAU,176,1881,90.4569%,100.0000%,1.00000000,0.07832677,0.15739603,0.03829590,0.00024063,0.11910013,0.00051356,93.7500%,29.6331%
spacer-trnG_GCC-trnM_CAT,3,306,30.5011%,100.0000%,1.00000000,0.61220044,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,24.7649%
spacer-trnG_GCC-trnM_CAU,37,530,67.0984%,100.0000%,1.00000000,0.24380985,0.25264414,0.04623722,0.00117319,0.20640692,0.00372664,91.8919%,29.3707%
spacer-trnG_GCC-trnR_UCU,28,854,72.0810%,100.0000%,1.00000000,0.27412240,0.25261897,0.06616401,0.00208222,0.18645496,0.00409544,89.2857%,21.0905%
spacer-trnG_TCC-trnR_TCT,4,218,37.2706%,100.0000%,1.00000000,0.49464832,0.21891685,0.01795797,0.00000000,0.20095887,0.04006885,25.0000%,27.7879%
spacer-trnG_UCC-atpA,2,1174,40.1193%,100.0000%,1.00000000,0.90715503,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,34.6373%
spacer-trnG_UCC-psbZ,3,602,42.1927%,100.0000%,1.00000000,0.62790698,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,30.0766%
spacer-trnG_UCC-rps4,2,323,3.0960%,100.0000%,1.00000000,0.23219814,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,33.3866%
spacer-trnG_UCC-trnfM_CAU,51,621,72.6122%,100.0000%,1.00000000,0.20148527,0.20978839,0.03534343,0.00056191,0.17444496,0.00251111,88.2353%,29.8132%
spacer-trnG_UCC-trnM_CAU,2,1824,45.5044%,100.0000%,1.00000000,0.95614035,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,33.8531%
spacer-trnG_UCC-trnR_UCU,188,1757,88.3829%,100.0000%,1.00000000,0.13327598,0.19957971,0.05269779,0.00027675,0.14688192,0.00062890,93.6170%,22.1145%
spacer-trnG_UCC-trnS_GCU,5,2330,58.8841%,100.0000%,1.00000000,0.44115880,0.23061172,0.01791080,0.00207267,0.21270092,0.00967396,40.0000%,21.4196%
spacer-trnH-psbA,6,549,38.5549%,100.0000%,1.00000000,0.53527626,0.33108508,0.06225211,0.00796059,0.26883298,0.02517520,50.0000%,26.7787%
spacer-trnH_AUG-atpE,2,281,11.9217%,100.0000%,1.00000000,0.40925267,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,28.4848%
spacer-trnH_GTG-psbA,8,578,36.2240%,100.0000%,1.00000000,0.55882353,0.36460998,0.07253185,0.00740977,0.29207813,0.01485242,62.5000%,27.0939%
spacer-trnH_GUG-psbA,197,2215,84.3630%,100.0000%,1.00000000,0.15119107,0.25006955,0.05514859,0.00022192,0.19492096,0.00049590,96.4467%,24.6662%
spacer-trnH_GUG-rpl2,59,311,83.8465%,84.7458%,0.90428815,0.10424885,0.08902186,0.02256325,0.00050659,0.06645861,0.00170682,57.6271%,23.9204%
spacer-trnH_GUG-rpl22,2,70,34.2857%,100.0000%,1.00000000,0.78571429,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,16.3043%
spacer-trnH_GUG-rpl23,2,1553,0.2898%,100.0000%,1.00000000,0.03155184,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,41.1043%
spacer-trnH_GUG-rps19,6,434,61.2135%,100.0000%,1.00000000,0.45837174,0.33839476,0.19864474,0.02937625,0.13975002,0.01399301,50.0000%,20.3960%
spacer-trnH_GUG-trnV_GAC,2,1522,47.0762%,100.0000%,1.00000000,0.95072273,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,39.8510%
spacer-trnI-trnA,4,72,8.3333%,100.0000%,1.00000000,0.10648148,0.02820510,0.00394111,0.00000000,0.02426399,0.00350342,25.0000%,51.5152%
spacer-trnI-trnA_UGC,14,77,16.7904%,92.8571%,0.96247864,0.10303982,0.03145657,0.00566789,0.00049004,0.02578868,0.00204461,28.5714%,50.8361%
spacer-trnI-ycf2,4,88,0.0000%,75.0000%,0.75000000,0.01325758,0.00573614,0.00286908,0.00000000,0.00286706,0.00124104,25.0000%,35.5114%
spacer-trnI_CAU-rpl2,3,524,24.8728%,100.0000%,1.00000000,0.50000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,34.8857%
spacer-trnI_CAU-rpl23,10,213,23.1455%,90.0000%,0.93979400,0.15628586,0.03981536,0.00696183,0.00232840,0.03285354,0.00521455,30.0000%,35.2474%
spacer-trnI_CAU-trnH_GUG,2,289,30.4498%,100.0000%,1.00000000,0.78892734,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,28.1095%
spacer-trnI_CAU-trnL_CAA,6,8890,59.6063%,100.0000%,1.00000000,0.51806524,0.12880164,0.01016892,0.00158837,0.11863272,0.01186534,50.0000%,37.9978%
spacer-trnI_CAU-ycf15,2,2620,39.3702%,100.0000%,1.00000000,0.85496183,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,39.5656%
spacer-trnI_CAU-ycf2,218,4410,96.9473%,55.9633%,0.72740387,0.02599321,0.05039555,0.01256154,0.00012196,0.03783401,0.00040026,37.6147%,33.8217%
spacer-trnI_GAT-trnA_TGC,6,69,8.2126%,100.0000%,1.00000000,0.11111111,0.03423411,0.00541026,0.00000583,0.02882385,0.00605073,33.3333%,51.0526%
spacer-trnI_GAU-rrn16,8,314,6.8869%,100.0000%,1.00000000,0.12841219,0.04258274,0.00520933,0.00087333,0.03737341,0.00272039,62.5000%,51.2612%
spacer-trnI_GAU-trnA_UGC,244,1048,92.1932%,57.7869%,0.77764937,0.03840731,0.01275235,0.00301403,0.00003815,0.00973832,0.00006905,25.0000%,50.7940%
spacer-trnK_UUU-rps16,3,973,30.9010%,100.0000%,1.00000000,0.62384378,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,27.4665%
spacer-trnL-ccsA,5,267,49.5131%,100.0000%,1.00000000,0.49812734,0.46195460,0.09934014,0.01287747,0.36261446,0.05251647,40.0000%,22.5519%
spacer-trnL-ndhB,3,599,7.6238%,100.0000%,1.00000000,0.15748470,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,36.0843%
spacer-trnL-trnF,4,677,39.9557%,100.0000%,1.00000000,0.49261448,0.23893256,0.04247430,0.00000000,0.19645826,0.03039236,25.0000%,34.5018%
spacer-trnL_CAA-ndhB,268,2684,78.7765%,100.0000%,1.00000000,0.04442474,0.02253130,0.00454787,0.00002310,0.01798343,0.00007962,67.9104%,36.8336%
spacer-trnL_CAA-psbK,2,361,3.3241%,100.0000%,1.00000000,0.22714681,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,24.4986%
spacer-trnL_CAA-rps7,6,3427,16.3797%,100.0000%,1.00000000,0.25273806,0.03480086,0.00221439,0.00046013,0.03258647,0.00394423,50.0000%,37.7137%
spacer-trnL_CAA-trnV_GAC,3,1639,34.4519%,100.0000%,1.00000000,0.50233882,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,39.7766%
spacer-trnL_CAA-ycf15,4,835,36.6766%,100.0000%,1.00000000,0.44730539,0.04899686,0.00834616,0.00000000,0.04065070,0.00374718,25.0000%,42.7423%
spacer-trnL_CAA-ycf2,10,1175,41.9660%,100.0000%,1.00000000,0.47553664,0.07249839,0.00800531,0.00108598,0.06449308,0.00464980,70.0000%,41.4137%
spacer-trnL_GAG-ycf2,4,1095,11.8493%,100.0000%,1.00000000,0.20289193,0.01749153,0.00047415,0.00000000,0.01701738,0.00196988,25.0000%,41.6472%
spacer-trnL_TAA-trnF_GAA,5,454,20.0881%,100.0000%,1.00000000,0.48237885,0.26348787,0.09772176,0.02799750,0.16576611,0.02645075,40.0000%,33.8479%
spacer-trnL_TAG-ccsA,7,134,20.1493%,100.0000%,1.00000000,0.47725657,0.28396597,0.07861591,0.00866922,0.20535006,0.02296849,57.1429%,26.4352%
spacer-trnL_UAA-trnF_GAA,262,1906,81.6936%,100.0000%,1.00000000,0.11127492,0.11853012,0.02375011,0.00011609,0.09478001,0.00024905,94.6565%,32.1581%
spacer-trnL_UAA-trnT_UGU,13,1457,49.6489%,100.0000%,1.00000000,0.44506626,0.36046552,0.03631536,0.00191890,0.32415016,0.00935651,76.9231%,24.2005%
spacer-trnL_UAG-ccsA,249,1658,93.5004%,100.0000%,1.00000000,0.05251257,0.15191277,0.04068991,0.00016114,0.11122286,0.00036175,88.3534%,25.4947%
spacer-trnL_UAG-ndhF,5,2562,36.7760%,100.0000%,1.00000000,0.62966432,0.48432336,0.02274190,0.00030251,0.46158146,0.02858022,40.0000%,24.6821%
spacer-trnL_UAG-psaC,2,2088,27.6580%,100.0000%,1.00000000,0.73659004,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,30.0563%
spacer-trnL_UAG-rpl32,24,2111,59.9045%,100.0000%,1.00000000,0.39658037,0.30015559,0.04065990,0.00116567,0.25949569,0.00632860,87.5000%,25.1994%
spacer-trnM-atpE,8,379,43.8654%,100.0000%,1.00000000,0.43196381,0.24820329,0.02865906,0.00172096,0.21954423,0.01437459,62.5000%,29.5535%
spacer-trnM-rps14,2,164,4.5732%,100.0000%,1.00000000,0.14634146,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,35.4633%
spacer-trnM_CAT-atpE,7,329,31.8281%,100.0000%,1.00000000,0.43711101,0.20695435,0.07466101,0.00898455,0.13229334,0.01328433,57.1429%,32.2293%
spacer-trnM_CAT-rps14,3,167,7.5848%,100.0000%,1.00000000,0.30339321,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,35.2052%
spacer-trnM_CAT-ycf2,8,105,19.5238%,62.5000%,0.71854635,0.35306122,0.15489870,0.07496419,0.01919514,0.07993451,0.02531932,50.0000%,35.3550%
spacer-trnM_CAU-atpE,255,1697,86.8296%,100.0000%,1.00000000,0.10003464,0.12642145,0.03040647,0.00013185,0.09601498,0.00026880,89.8039%,28.4131%
spacer-trnM_CAU-ndhC,2,2154,7.5209%,100.0000%,1.00000000,0.38068709,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,32.0783%
spacer-trnM_CAU-psaI,2,2533,5.9613%,100.0000%,1.00000000,0.58744572,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,33.2494%
spacer-trnM_CAU-psbD,4,1949,25.8722%,100.0000%,1.00000000,0.42021550,0.15122922,0.01494761,0.00000000,0.13628161,0.01986110,25.0000%,28.7939%
spacer-trnM_CAU-rpl23,3,218,16.9725%,100.0000%,1.00000000,0.23700306,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,33.5175%
spacer-trnM_CAU-rps14,38,306,47.1190%,100.0000%,1.00000000,0.21253916,0.12474553,0.02829535,0.00048126,0.09645018,0.00159031,86.8421%,34.7861%
spacer-trnM_CAU-trnG_GCC,3,194,13.4021%,100.0000%,1.00000000,0.41924399,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,33.9286%
spacer-trnM_CAU-trnL_CAA,3,8744,34.5418%,100.0000%,1.00000000,0.63643641,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,39.7531%
spacer-trnM_CAU-trnV_UAC,16,331,43.6367%,100.0000%,1.00000000,0.30689829,0.19916415,0.03888852,0.00202995,0.16027563,0.00837626,81.2500%,29.2462%
spacer-trnM_CAU-ycf2,40,885,87.3362%,67.5000%,0.80961165,0.08356801,0.06427702,0.01439331,0.00089844,0.04988371,0.00298428,45.0000%,33.2367%
spacer-trnN-ndhF,2,1690,10.3846%,100.0000%,1.00000000,0.26213018,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,35.2922%
spacer-trnN-ycf1,3,326,1.3292%,100.0000%,1.00000000,0.09815951,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,37.0984%
spacer-trnN_GTT-ndhF,4,1691,55.6623%,100.0000%,1.00000000,0.44579144,0.06646312,0.02817448,0.00000000,0.03828864,0.00806534,25.0000%,34.5448%
spacer-trnN_GTT-ycf1,3,416,15.4647%,100.0000%,1.00000000,0.33413462,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,36.9668%
spacer-trnN_GUU-ndhF,89,6209,74.2190%,100.0000%,1.00000000,0.13409696,0.06820815,0.01419617,0.00019422,0.05401199,0.00109507,94.3820%,34.5595%
spacer-trnN_GUU-rpl32,3,1516,37.5770%,100.0000%,1.00000000,0.60444151,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,24.9736%
spacer-trnN_GUU-rps15,4,7097,36.5683%,100.0000%,1.00000000,0.62352637,0.29013947,0.03036174,0.00000000,0.25977773,0.03021957,25.0000%,31.9015%
spacer-trnN_GUU-rrn5,2,282,35.8156%,100.0000%,1.00000000,0.89007092,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,44.4751%
spacer-trnN_GUU-trnL_UAG,3,7688,42.4601%,100.0000%,1.00000000,0.65647763,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,33.8935%
spacer-trnN_GUU-trnR_ACG,14,860,32.1179%,100.0000%,1.00000000,0.28282648,0.14970632,0.01455529,0.00102141,0.13515103,0.01678088,71.4286%,39.5693%
spacer-trnN_GUU-ycf1,171,5037,92.3050%,100.0000%,1.00000000,0.03564934,0.05269986,0.01043235,0.00013586,0.04226751,0.00049466,67.2515%,35.3913%
spacer-trnP-psaJ,4,575,25.5652%,100.0000%,1.00000000,0.42173913,0.22609363,0.01904514,0.00000000,0.20704849,0.03997782,25.0000%,27.3364%
spacer-trnP_GGG-psaJ,14,731,47.2640%,100.0000%,1.00000000,0.26432254,0.15568288,0.01596203,0.00130267,0.13972085,0.00768361,78.5714%,27.2559%
spacer-trnP_TGG-psaJ,8,526,33.8165%,100.0000%,1.00000000,0.43352797,0.15379788,0.04076723,0.00548820,0.11303065,0.00772570,62.5000%,28.6176%
spacer-trnP_UGG-psaJ,254,2184,82.4178%,100.0000%,1.00000000,0.11096182,0.11504729,0.02344053,0.00008900,0.09160676,0.00025697,94.0945%,27.5839%
spacer-trnP_UGG-rpl33,3,987,33.3333%,100.0000%,1.00000000,0.60992908,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,23.3029%
spacer-trnP_UGG-trnW_CCA,17,258,36.5709%,100.0000%,1.00000000,0.45189238,0.25143345,0.06388136,0.00351911,0.18755209,0.00887306,82.3529%,29.2955%
spacer-trnQ-psbK,5,412,13.3981%,100.0000%,1.00000000,0.29296117,0.13430008,0.02082723,0.00662489,0.11347285,0.01199578,40.0000%,25.3363%
spacer-trnQ_TTG-psbK,7,491,23.9744%,100.0000%,1.00000000,0.33197556,0.14582012,0.04063611,0.00597683,0.10518400,0.00948291,57.1429%,24.9904%
spacer-trnQ_UUG-accD,2,1355,10.1845%,100.0000%,1.00000000,0.65756458,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,30.0329%
spacer-trnQ_UUG-ndhB,2,623,3.7721%,100.0000%,1.00000000,0.12841091,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,35.5296%
spacer-trnQ_UUG-psbK,266,5596,93.2350%,100.0000%,1.00000000,0.03778357,0.10090310,0.02025254,0.00007987,0.08065056,0.00023192,94.3609%,24.6852%
spacer-trnQ_UUG-rps16,6,1956,52.5733%,100.0000%,1.00000000,0.55068166,0.38000641,0.05107734,0.00807950,0.32892906,0.02089948,50.0000%,27.5422%
spacer-trnQ_UUG-trnG_UCC,2,2084,42.2025%,100.0000%,1.00000000,0.92466411,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,30.7181%
spacer-trnQ_UUG-trnK_UUU,2,1436,22.9805%,100.0000%,1.00000000,0.70612813,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,25.4521%
spacer-trnR-atpA,7,760,57.4248%,100.0000%,1.00000000,0.48352130,0.33035327,0.06955749,0.00675251,0.26079578,0.01691948,57.1429%,15.9823%
spacer-trnR-trnN,3,645,4.2377%,100.0000%,1.00000000,0.13901809,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,41.5542%
spacer-trnR_ACG-ndhF,3,3003,49.5282%,100.0000%,1.00000000,0.64502165,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,34.9241%
spacer-trnR_ACG-rrn5,15,432,42.5000%,100.0000%,1.00000000,0.22288360,0.10611158,0.00990811,0.00046639,0.09620346,0.01205409,80.0000%,39.5062%
spacer-trnR_ACG-trnN,2,614,28.0945%,100.0000%,1.00000000,0.64006515,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,42.8086%
spacer-trnR_ACG-trnN_GTT,7,694,17.5175%,100.0000%,1.00000000,0.26142445,0.05653203,0.01786057,0.00334218,0.03867146,0.00295353,57.1429%,42.8999%
spacer-trnR_ACG-trnN_GUU,269,2286,74.8741%,100.0000%,1.00000000,0.08444564,0.04191526,0.00971364,0.00007066,0.03220163,0.00011433,89.9628%,41.7452%
spacer-trnR_TCT-atpA,9,643,63.2452%,100.0000%,1.00000000,0.40759461,0.27082032,0.05660806,0.00654939,0.21421226,0.01609494,55.5556%,17.5835%
spacer-trnR_UCU-atpA,266,2356,92.4260%,100.0000%,1.00000000,0.08568832,0.18539542,0.04643141,0.00014543,0.13896401,0.00037791,92.4812%,18.8862%
spacer-trnR_UCU-trnG_UCC,8,710,68.0986%,100.0000%,1.00000000,0.38742455,0.35963145,0.08213898,0.02093700,0.27749247,0.01465916,62.5000%,20.6954%
spacer-trnR_UCU-trnS_GCU,2,1896,9.2036%,100.0000%,1.00000000,0.37869198,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,32.1522%
spacer-trnS-psbC,2,262,6.8702%,100.0000%,1.00000000,0.32442748,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,36.0656%
spacer-trnS-psbZ,4,410,15.8537%,100.0000%,1.00000000,0.36138211,0.15683166,0.01560453,0.00000000,0.14122713,0.02259105,25.0000%,29.9275%
spacer-trnS-rps4,7,408,23.6695%,100.0000%,1.00000000,0.41993464,0.19903359,0.05208002,0.00558066,0.14695356,0.01102015,57.1429%,34.5872%
spacer-trnS-trnG,5,1056,29.2992%,100.0000%,1.00000000,0.52017045,0.29369615,0.05445706,0.01885138,0.23923909,0.02817512,40.0000%,26.8953%
spacer-trnS_AGA-atpA,2,299,10.5351%,100.0000%,1.00000000,0.40133779,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,11.2150%
spacer-trnS_CGA-trnR_UCU,17,423,60.8121%,100.0000%,1.00000000,0.37143652,0.34727307,0.05704618,0.00300667,0.29022689,0.00753421,70.5882%,24.7693%
spacer-trnS_GCT-trnG_TCC,4,910,21.2637%,100.0000%,1.00000000,0.48076923,0.30822101,0.04276483,0.00000000,0.26545618,0.05255864,25.0000%,32.0482%
spacer-trnS_GCU-psbI,13,273,52.8600%,100.0000%,1.00000000,0.44162675,0.32397584,0.09615375,0.00716405,0.22782208,0.00888649,76.9231%,25.4035%
spacer-trnS_GCU-rps4,9,403,28.7290%,100.0000%,1.00000000,0.38137579,0.26863607,0.02183455,0.00261175,0.24680152,0.02434135,66.6667%,33.1141%
spacer-trnS_GCU-trnC_GCA,2,813,12.3616%,100.0000%,1.00000000,0.53505535,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,28.8421%
spacer-trnS_GCU-trnG,6,1105,38.3710%,100.0000%,1.00000000,0.49200603,0.36221958,0.01539549,0.00239404,0.34682408,0.02379664,50.0000%,25.9912%
spacer-trnS_GCU-trnG_GCC,29,3361,72.7729%,100.0000%,1.00000000,0.25070682,0.22378869,0.04585080,0.00152368,0.17793789,0.00312984,89.6552%,25.7932%
spacer-trnS_GCU-trnG_UCC,181,7345,88.2329%,100.0000%,1.00000000,0.12119046,0.18911530,0.04526970,0.00021494,0.14384560,0.00054375,97.7901%,25.9494%
spacer-trnS_GCU-trnR_UCU,21,4169,58.6723%,100.0000%,1.00000000,0.32339033,0.22964417,0.03111189,0.00089306,0.19853228,0.00624387,85.7143%,27.5855%
spacer-trnS_GCU-trnS_CGA,18,2395,61.5518%,100.0000%,1.00000000,0.42290447,0.42334654,0.09051651,0.00522010,0.33283003,0.00658631,83.3333%,23.6380%
spacer-trnS_GCU-trnT_CGU,3,961,16.4065%,100.0000%,1.00000000,0.42317031,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,26.8465%
spacer-trnS_GGA-pafI,2,939,4.2066%,100.0000%,1.00000000,0.34824281,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,31.5175%
spacer-trnS_GGA-psbI,2,37,4.0541%,100.0000%,1.00000000,0.27027027,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,23.9437%
spacer-trnS_GGA-rpl36,2,185,9.4595%,100.0000%,1.00000000,0.44324324,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,19.7015%
spacer-trnS_GGA-rps4,263,1681,82.7386%,100.0000%,1.00000000,0.11234265,0.12308302,0.02365800,0.00010100,0.09942503,0.00028388,89.3536%,33.9788%
spacer-trnS_GGA-trnS_AGA,2,217,7.8341%,100.0000%,1.00000000,0.38709677,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,23.2500%
spacer-trnS_GGA-trnS_CGA,2,956,13.7029%,100.0000%,1.00000000,0.62029289,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,24.9091%
spacer-trnS_GGA-ycf3,9,1115,51.2207%,100.0000%,1.00000000,0.43136522,0.25475228,0.03757652,0.00205801,0.21717576,0.01196806,66.6667%,29.6629%
spacer-trnS_TGA-psbZ,8,543,32.0902%,100.0000%,1.00000000,0.32248093,0.16413512,0.04192152,0.00572578,0.12221360,0.01242626,62.5000%,34.5085%
spacer-trnS_UGA-lhbA,12,490,31.9728%,100.0000%,1.00000000,0.31533704,0.10246916,0.03405028,0.00211387,0.06841889,0.00269335,75.0000%,33.5000%
spacer-trnS_UGA-psbC,13,317,33.9481%,100.0000%,1.00000000,0.43039715,0.19469147,0.03726982,0.00236321,0.15742165,0.00591296,76.9231%,34.2395%
